,problem,structure,n_variables,repetition
2886,FeatSelect,isolet_n85_k17,85,125.0
2887,FeatSelect,gisette_n85_k18,85,126.0
2888,FeatSelect,Bioresponse_n85_k19,85,127.0
2889,FeatSelect,USPS_n85_k20,85,128.0
2890,FeatSelect,isolet_n85_k21,85,129.0
2891,NumPart,1 to n,85,0.0
2892,NumPart,uniform,85,0.0
2893,NumPart,geometric,85,0.0
2894,NumPart,poisson,85,0.0
2895,NumPart,1 to n,85,1.0
2896,NumPart,uniform,85,1.0
2897,NumPart,geometric,85,1.0
2898,NumPart,poisson,85,1.0
2899,NumPart,1 to n,85,2.0
2900,NumPart,uniform,85,2.0
2901,NumPart,geometric,85,2.0
2902,NumPart,poisson,85,2.0
2903,NumPart,1 to n,85,3.0
2904,NumPart,uniform,85,3.0
2905,NumPart,geometric,85,3.0
2906,NumPart,poisson,85,3.0
2907,NumPart,1 to n,85,4.0
2908,NumPart,uniform,85,4.0
2909,NumPart,geometric,85,4.0
2910,NumPart,poisson,85,4.0
2911,QKnap,diagonal,85,0.0
2912,QKnap,almost_diagonal,85,0.0
2913,QKnap,enlarged_diagonal,85,0.0
2914,QKnap,random,85,0.0
2915,QKnap,diagonal,85,1.0
2916,QKnap,almost_diagonal,85,1.0
2917,QKnap,enlarged_diagonal,85,1.0
2918,QKnap,random,85,1.0
2919,QKnap,diagonal,85,2.0
2920,QKnap,almost_diagonal,85,2.0
2921,QKnap,enlarged_diagonal,85,2.0
2922,QKnap,random,85,2.0
2923,QKnap,diagonal,85,3.0
2924,QKnap,almost_diagonal,85,3.0
2925,QKnap,enlarged_diagonal,85,3.0
2926,QKnap,random,85,3.0
2927,QKnap,diagonal,85,4.0
2928,QKnap,almost_diagonal,85,4.0
2929,QKnap,enlarged_diagonal,85,4.0
2930,QKnap,random,85,4.0
2931,commDet,star_topology,85,0.0
2932,commDet,2d_grid_topology,85,0.0
2933,commDet,cycle_topology,85,0.0
2934,commDet,random_topology,85,0.0
2935,commDet,star_topology,85,1.0
2936,commDet,2d_grid_topology,85,1.0
2937,commDet,cycle_topology,85,1.0
2938,commDet,random_topology,85,1.0
2939,commDet,star_topology,85,2.0
2940,commDet,2d_grid_topology,85,2.0
2941,commDet,cycle_topology,85,2.0
2942,commDet,random_topology,85,2.0
2943,commDet,star_topology,85,3.0
2944,commDet,2d_grid_topology,85,3.0
2945,commDet,cycle_topology,85,3.0
2946,commDet,random_topology,85,3.0
2947,commDet,star_topology,85,4.0
2948,commDet,2d_grid_topology,85,4.0
2949,commDet,cycle_topology,85,4.0
2950,commDet,random_topology,85,4.0
2951,maxClique,star_topology,85,0.0
2952,maxClique,2d_grid_topology,85,0.0
2953,maxClique,cycle_topology,85,0.0
2954,maxClique,random_topology,85,0.0
2955,maxClique,star_topology,85,1.0
2956,maxClique,2d_grid_topology,85,1.0
2957,maxClique,cycle_topology,85,1.0
2958,maxClique,random_topology,85,1.0
2959,maxClique,star_topology,85,2.0
2960,maxClique,2d_grid_topology,85,2.0
2961,maxClique,cycle_topology,85,2.0
2962,maxClique,random_topology,85,2.0
2963,maxClique,star_topology,85,3.0
2964,maxClique,2d_grid_topology,85,3.0
2965,maxClique,cycle_topology,85,3.0
2966,maxClique,random_topology,85,3.0
2967,maxClique,star_topology,85,4.0
2968,maxClique,2d_grid_topology,85,4.0
2969,maxClique,cycle_topology,85,4.0
2970,maxClique,random_topology,85,4.0
2971,maxCut,star_topology,85,0.0
2972,maxCut,2d_grid_topology,85,0.0
2973,maxCut,cycle_topology,85,0.0
2974,maxCut,random_topology,85,0.0
2975,maxCut,star_topology,85,1.0
2976,maxCut,2d_grid_topology,85,1.0
2977,maxCut,cycle_topology,85,1.0
2978,maxCut,random_topology,85,1.0
2979,maxCut,star_topology,85,2.0
2980,maxCut,2d_grid_topology,85,2.0
2981,maxCut,cycle_topology,85,2.0
2982,maxCut,random_topology,85,2.0
2983,maxCut,star_topology,85,3.0
2984,maxCut,2d_grid_topology,85,3.0
2985,maxCut,cycle_topology,85,3.0
2986,maxCut,random_topology,85,3.0
2987,maxCut,star_topology,85,4.0
2988,maxCut,2d_grid_topology,85,4.0
2989,maxCut,cycle_topology,85,4.0
2990,maxCut,random_topology,85,4.0
2991,mis,star_topology,85,0.0
2992,mis,2d_grid_topology,85,0.0
2993,mis,cycle_topology,85,0.0
2994,mis,random_topology,85,0.0
2995,mis,star_topology,85,1.0
2996,mis,2d_grid_topology,85,1.0
2997,mis,cycle_topology,85,1.0
2998,mis,random_topology,85,1.0
2999,mis,star_topology,85,2.0
3000,mis,2d_grid_topology,85,2.0
3001,mis,cycle_topology,85,2.0
3002,mis,random_topology,85,2.0
3003,mis,star_topology,85,3.0
3004,mis,2d_grid_topology,85,3.0
3005,mis,cycle_topology,85,3.0
3006,mis,random_topology,85,3.0
3007,mis,star_topology,85,4.0
3008,mis,2d_grid_topology,85,4.0
3009,mis,cycle_topology,85,4.0
3010,mis,random_topology,85,4.0
3011,mvc,star_topology,85,0.0
3012,mvc,2d_grid_topology,85,0.0
3013,mvc,cycle_topology,85,0.0
3014,mvc,random_topology,85,0.0
3015,mvc,star_topology,85,1.0
3016,mvc,2d_grid_topology,85,1.0
3017,mvc,cycle_topology,85,1.0
3018,mvc,random_topology,85,1.0
3019,mvc,star_topology,85,2.0
3020,mvc,2d_grid_topology,85,2.0
3021,mvc,cycle_topology,85,2.0
3022,mvc,random_topology,85,2.0
3023,mvc,star_topology,85,3.0
3024,mvc,2d_grid_topology,85,3.0
3025,mvc,cycle_topology,85,3.0
3026,mvc,random_topology,85,3.0
3027,mvc,star_topology,85,4.0
3028,mvc,2d_grid_topology,85,4.0
3029,mvc,cycle_topology,85,4.0
3030,mvc,random_topology,85,4.0
3031,setPack,steps,85,0.0
3032,setPack,disjoint_rows,85,0.0
3033,setPack,almost_diagonal,85,0.0
3034,setPack,random,85,0.0
3035,setPack,steps,85,1.0
3036,setPack,disjoint_rows,85,1.0
3037,setPack,almost_diagonal,85,1.0
3038,setPack,random,85,1.0
3039,setPack,steps,85,2.0
3040,setPack,disjoint_rows,85,2.0
3041,setPack,almost_diagonal,85,2.0
3042,setPack,random,85,2.0
3043,setPack,steps,85,3.0
3044,setPack,disjoint_rows,85,3.0
3045,setPack,almost_diagonal,85,3.0
3046,setPack,random,85,3.0
3047,setPack,steps,85,4.0
3048,setPack,disjoint_rows,85,4.0
3049,setPack,almost_diagonal,85,4.0
3050,setPack,random,85,4.0
3051,FeatSelect,gisette_n86_k17,86,130.0
3052,FeatSelect,Bioresponse_n86_k18,86,131.0
3053,FeatSelect,USPS_n86_k19,86,132.0
3054,FeatSelect,isolet_n86_k20,86,133.0
3055,FeatSelect,gisette_n86_k21,86,134.0
3056,NumPart,1 to n,86,0.0
3057,NumPart,uniform,86,0.0
3058,NumPart,geometric,86,0.0
3059,NumPart,poisson,86,0.0
3060,NumPart,1 to n,86,1.0
3061,NumPart,uniform,86,1.0
3062,NumPart,geometric,86,1.0
3063,NumPart,poisson,86,1.0
3064,NumPart,1 to n,86,2.0
3065,NumPart,uniform,86,2.0
3066,NumPart,geometric,86,2.0
3067,NumPart,poisson,86,2.0
3068,NumPart,1 to n,86,3.0
3069,NumPart,uniform,86,3.0
3070,NumPart,geometric,86,3.0
3071,NumPart,poisson,86,3.0
3072,NumPart,1 to n,86,4.0
3073,NumPart,uniform,86,4.0
3074,NumPart,geometric,86,4.0
3075,NumPart,poisson,86,4.0
3076,QKnap,diagonal,86,0.0
3077,QKnap,almost_diagonal,86,0.0
3078,QKnap,enlarged_diagonal,86,0.0
3079,QKnap,random,86,0.0
3080,QKnap,diagonal,86,1.0
3081,QKnap,almost_diagonal,86,1.0
3082,QKnap,enlarged_diagonal,86,1.0
3083,QKnap,random,86,1.0
3084,QKnap,diagonal,86,2.0
3085,QKnap,almost_diagonal,86,2.0
3086,QKnap,enlarged_diagonal,86,2.0
3087,QKnap,random,86,2.0
3088,QKnap,diagonal,86,3.0
3089,QKnap,almost_diagonal,86,3.0
3090,QKnap,enlarged_diagonal,86,3.0
3091,QKnap,random,86,3.0
3092,QKnap,diagonal,86,4.0
3093,QKnap,almost_diagonal,86,4.0
3094,QKnap,enlarged_diagonal,86,4.0
3095,QKnap,random,86,4.0
3096,commDet,star_topology,86,0.0
3097,commDet,2d_grid_topology,86,0.0
3098,commDet,cycle_topology,86,0.0
3099,commDet,random_topology,86,0.0
3100,commDet,star_topology,86,1.0
3101,commDet,2d_grid_topology,86,1.0
3102,commDet,cycle_topology,86,1.0
3103,commDet,random_topology,86,1.0
3104,commDet,star_topology,86,2.0
3105,commDet,2d_grid_topology,86,2.0
3106,commDet,cycle_topology,86,2.0
3107,commDet,random_topology,86,2.0
3108,commDet,star_topology,86,3.0
3109,commDet,2d_grid_topology,86,3.0
3110,commDet,cycle_topology,86,3.0
3111,commDet,random_topology,86,3.0
3112,commDet,star_topology,86,4.0
3113,commDet,2d_grid_topology,86,4.0
3114,commDet,cycle_topology,86,4.0
3115,commDet,random_topology,86,4.0
3116,maxClique,star_topology,86,0.0
3117,maxClique,2d_grid_topology,86,0.0
3118,maxClique,cycle_topology,86,0.0
3119,maxClique,random_topology,86,0.0
3120,maxClique,star_topology,86,1.0
3121,maxClique,2d_grid_topology,86,1.0
3122,maxClique,cycle_topology,86,1.0
3123,maxClique,random_topology,86,1.0
3124,maxClique,star_topology,86,2.0
3125,maxClique,2d_grid_topology,86,2.0
3126,maxClique,cycle_topology,86,2.0
3127,maxClique,random_topology,86,2.0
3128,maxClique,star_topology,86,3.0
3129,maxClique,2d_grid_topology,86,3.0
3130,maxClique,cycle_topology,86,3.0
3131,maxClique,random_topology,86,3.0
3132,maxClique,star_topology,86,4.0
3133,maxClique,2d_grid_topology,86,4.0
3134,maxClique,cycle_topology,86,4.0
3135,maxClique,random_topology,86,4.0
3136,maxCut,star_topology,86,0.0
3137,maxCut,2d_grid_topology,86,0.0
3138,maxCut,cycle_topology,86,0.0
3139,maxCut,random_topology,86,0.0
3140,maxCut,star_topology,86,1.0
3141,maxCut,2d_grid_topology,86,1.0
3142,maxCut,cycle_topology,86,1.0
3143,maxCut,random_topology,86,1.0
3144,maxCut,star_topology,86,2.0
3145,maxCut,2d_grid_topology,86,2.0
3146,maxCut,cycle_topology,86,2.0
3147,maxCut,random_topology,86,2.0
3148,maxCut,star_topology,86,3.0
3149,maxCut,2d_grid_topology,86,3.0
3150,maxCut,cycle_topology,86,3.0
3151,maxCut,random_topology,86,3.0
3152,maxCut,star_topology,86,4.0
3153,maxCut,2d_grid_topology,86,4.0
3154,maxCut,cycle_topology,86,4.0
3155,maxCut,random_topology,86,4.0
3156,mis,star_topology,86,0.0
3157,mis,2d_grid_topology,86,0.0
3158,mis,cycle_topology,86,0.0
3159,mis,random_topology,86,0.0
3160,mis,star_topology,86,1.0
3161,mis,2d_grid_topology,86,1.0
3162,mis,cycle_topology,86,1.0
3163,mis,random_topology,86,1.0
3164,mis,star_topology,86,2.0
3165,mis,2d_grid_topology,86,2.0
3166,mis,cycle_topology,86,2.0
3167,mis,random_topology,86,2.0
3168,mis,star_topology,86,3.0
3169,mis,2d_grid_topology,86,3.0
3170,mis,cycle_topology,86,3.0
3171,mis,random_topology,86,3.0
3172,mis,star_topology,86,4.0
3173,mis,2d_grid_topology,86,4.0
3174,mis,cycle_topology,86,4.0
3175,mis,random_topology,86,4.0
3176,mvc,star_topology,86,0.0
3177,mvc,2d_grid_topology,86,0.0
3178,mvc,cycle_topology,86,0.0
3179,mvc,random_topology,86,0.0
3180,mvc,star_topology,86,1.0
3181,mvc,2d_grid_topology,86,1.0
3182,mvc,cycle_topology,86,1.0
3183,mvc,random_topology,86,1.0
3184,mvc,star_topology,86,2.0
3185,mvc,2d_grid_topology,86,2.0
3186,mvc,cycle_topology,86,2.0
3187,mvc,random_topology,86,2.0
3188,mvc,star_topology,86,3.0
3189,mvc,2d_grid_topology,86,3.0
3190,mvc,cycle_topology,86,3.0
3191,mvc,random_topology,86,3.0
3192,mvc,star_topology,86,4.0
3193,mvc,2d_grid_topology,86,4.0
3194,mvc,cycle_topology,86,4.0
3195,mvc,random_topology,86,4.0
3196,setPack,steps,86,0.0
3197,setPack,disjoint_rows,86,0.0
3198,setPack,almost_diagonal,86,0.0
3199,setPack,random,86,0.0
3200,setPack,steps,86,1.0
3201,setPack,disjoint_rows,86,1.0
3202,setPack,almost_diagonal,86,1.0
3203,setPack,random,86,1.0
3204,setPack,steps,86,2.0
3205,setPack,disjoint_rows,86,2.0
3206,setPack,almost_diagonal,86,2.0
3207,setPack,random,86,2.0
3208,setPack,steps,86,3.0
3209,setPack,disjoint_rows,86,3.0
3210,setPack,almost_diagonal,86,3.0
3211,setPack,random,86,3.0
3212,setPack,steps,86,4.0
3213,setPack,disjoint_rows,86,4.0
3214,setPack,almost_diagonal,86,4.0
3215,setPack,random,86,4.0
3216,FeatSelect,Bioresponse_n87_k17,87,135.0
3217,FeatSelect,USPS_n87_k18,87,136.0
3218,FeatSelect,isolet_n87_k19,87,137.0
3219,FeatSelect,gisette_n87_k20,87,138.0
3220,FeatSelect,Bioresponse_n87_k21,87,139.0
3221,NumPart,1 to n,87,0.0
3222,NumPart,uniform,87,0.0
3223,NumPart,geometric,87,0.0
3224,NumPart,poisson,87,0.0
3225,NumPart,1 to n,87,1.0
3226,NumPart,uniform,87,1.0
3227,NumPart,geometric,87,1.0
3228,NumPart,poisson,87,1.0
3229,NumPart,1 to n,87,2.0
3230,NumPart,uniform,87,2.0
3231,NumPart,geometric,87,2.0
3232,NumPart,poisson,87,2.0
3233,NumPart,1 to n,87,3.0
3234,NumPart,uniform,87,3.0
3235,NumPart,geometric,87,3.0
3236,NumPart,poisson,87,3.0
3237,NumPart,1 to n,87,4.0
3238,NumPart,uniform,87,4.0
3239,NumPart,geometric,87,4.0
3240,NumPart,poisson,87,4.0
3241,QKnap,diagonal,87,0.0
3242,QKnap,almost_diagonal,87,0.0
3243,QKnap,enlarged_diagonal,87,0.0
3244,QKnap,random,87,0.0
3245,QKnap,diagonal,87,1.0
3246,QKnap,almost_diagonal,87,1.0
3247,QKnap,enlarged_diagonal,87,1.0
3248,QKnap,random,87,1.0
3249,QKnap,diagonal,87,2.0
3250,QKnap,almost_diagonal,87,2.0
3251,QKnap,enlarged_diagonal,87,2.0
3252,QKnap,random,87,2.0
3253,QKnap,diagonal,87,3.0
3254,QKnap,almost_diagonal,87,3.0
3255,QKnap,enlarged_diagonal,87,3.0
3256,QKnap,random,87,3.0
3257,QKnap,diagonal,87,4.0
3258,QKnap,almost_diagonal,87,4.0
3259,QKnap,enlarged_diagonal,87,4.0
3260,QKnap,random,87,4.0
3261,commDet,star_topology,87,0.0
3262,commDet,2d_grid_topology,87,0.0
3263,commDet,cycle_topology,87,0.0
3264,commDet,random_topology,87,0.0
3265,commDet,star_topology,87,1.0
3266,commDet,2d_grid_topology,87,1.0
3267,commDet,cycle_topology,87,1.0
3268,commDet,random_topology,87,1.0
3269,commDet,star_topology,87,2.0
3270,commDet,2d_grid_topology,87,2.0
3271,commDet,cycle_topology,87,2.0
3272,commDet,random_topology,87,2.0
3273,commDet,star_topology,87,3.0
3274,commDet,2d_grid_topology,87,3.0
3275,commDet,cycle_topology,87,3.0
3276,commDet,random_topology,87,3.0
3277,commDet,star_topology,87,4.0
3278,commDet,2d_grid_topology,87,4.0
3279,commDet,cycle_topology,87,4.0
3280,commDet,random_topology,87,4.0
3281,maxClique,star_topology,87,0.0
3282,maxClique,2d_grid_topology,87,0.0
3283,maxClique,cycle_topology,87,0.0
3284,maxClique,random_topology,87,0.0
3285,maxClique,star_topology,87,1.0
3286,maxClique,2d_grid_topology,87,1.0
3287,maxClique,cycle_topology,87,1.0
3288,maxClique,random_topology,87,1.0
3289,maxClique,star_topology,87,2.0
3290,maxClique,2d_grid_topology,87,2.0
3291,maxClique,cycle_topology,87,2.0
3292,maxClique,random_topology,87,2.0
3293,maxClique,star_topology,87,3.0
3294,maxClique,2d_grid_topology,87,3.0
3295,maxClique,cycle_topology,87,3.0
3296,maxClique,random_topology,87,3.0
3297,maxClique,star_topology,87,4.0
3298,maxClique,2d_grid_topology,87,4.0
3299,maxClique,cycle_topology,87,4.0
3300,maxClique,random_topology,87,4.0
3301,maxCut,star_topology,87,0.0
3302,maxCut,2d_grid_topology,87,0.0
3303,maxCut,cycle_topology,87,0.0
3304,maxCut,random_topology,87,0.0
3305,maxCut,star_topology,87,1.0
3306,maxCut,2d_grid_topology,87,1.0
3307,maxCut,cycle_topology,87,1.0
3308,maxCut,random_topology,87,1.0
3309,maxCut,star_topology,87,2.0
3310,maxCut,2d_grid_topology,87,2.0
3311,maxCut,cycle_topology,87,2.0
3312,maxCut,random_topology,87,2.0
3313,maxCut,star_topology,87,3.0
3314,maxCut,2d_grid_topology,87,3.0
3315,maxCut,cycle_topology,87,3.0
3316,maxCut,random_topology,87,3.0
3317,maxCut,star_topology,87,4.0
3318,maxCut,2d_grid_topology,87,4.0
3319,maxCut,cycle_topology,87,4.0
3320,maxCut,random_topology,87,4.0
3321,mis,star_topology,87,0.0
3322,mis,2d_grid_topology,87,0.0
3323,mis,cycle_topology,87,0.0
3324,mis,random_topology,87,0.0
3325,mis,star_topology,87,1.0
3326,mis,2d_grid_topology,87,1.0
3327,mis,cycle_topology,87,1.0
3328,mis,random_topology,87,1.0
3329,mis,star_topology,87,2.0
3330,mis,2d_grid_topology,87,2.0
3331,mis,cycle_topology,87,2.0
3332,mis,random_topology,87,2.0
3333,mis,star_topology,87,3.0
3334,mis,2d_grid_topology,87,3.0
3335,mis,cycle_topology,87,3.0
3336,mis,random_topology,87,3.0
3337,mis,star_topology,87,4.0
3338,mis,2d_grid_topology,87,4.0
3339,mis,cycle_topology,87,4.0
3340,mis,random_topology,87,4.0
3341,mvc,star_topology,87,0.0
3342,mvc,2d_grid_topology,87,0.0
3343,mvc,cycle_topology,87,0.0
3344,mvc,random_topology,87,0.0
3345,mvc,star_topology,87,1.0
3346,mvc,2d_grid_topology,87,1.0
3347,mvc,cycle_topology,87,1.0
3348,mvc,random_topology,87,1.0
3349,mvc,star_topology,87,2.0
3350,mvc,2d_grid_topology,87,2.0
3351,mvc,cycle_topology,87,2.0
3352,mvc,random_topology,87,2.0
3353,mvc,star_topology,87,3.0
3354,mvc,2d_grid_topology,87,3.0
3355,mvc,cycle_topology,87,3.0
3356,mvc,random_topology,87,3.0
3357,mvc,star_topology,87,4.0
3358,mvc,2d_grid_topology,87,4.0
3359,mvc,cycle_topology,87,4.0
3360,mvc,random_topology,87,4.0
3361,setPack,steps,87,0.0
3362,setPack,disjoint_rows,87,0.0
3363,setPack,almost_diagonal,87,0.0
3364,setPack,random,87,0.0
3365,setPack,steps,87,1.0
3366,setPack,disjoint_rows,87,1.0
3367,setPack,almost_diagonal,87,1.0
3368,setPack,random,87,1.0
3369,setPack,steps,87,2.0
3370,setPack,disjoint_rows,87,2.0
3371,setPack,almost_diagonal,87,2.0
3372,setPack,random,87,2.0
3373,setPack,steps,87,3.0
3374,setPack,disjoint_rows,87,3.0
3375,setPack,almost_diagonal,87,3.0
3376,setPack,random,87,3.0
3377,setPack,steps,87,4.0
3378,setPack,disjoint_rows,87,4.0
3379,setPack,almost_diagonal,87,4.0
3380,setPack,random,87,4.0
3381,FeatSelect,USPS_n88_k17,88,140.0
3382,FeatSelect,isolet_n88_k18,88,141.0
3383,FeatSelect,gisette_n88_k19,88,142.0
3384,FeatSelect,Bioresponse_n88_k20,88,143.0
3385,FeatSelect,USPS_n88_k21,88,144.0
3386,NumPart,1 to n,88,0.0
3387,NumPart,uniform,88,0.0
3388,NumPart,geometric,88,0.0
3389,NumPart,poisson,88,0.0
3390,NumPart,1 to n,88,1.0
3391,NumPart,uniform,88,1.0
3392,NumPart,geometric,88,1.0
3393,NumPart,poisson,88,1.0
3394,NumPart,1 to n,88,2.0
3395,NumPart,uniform,88,2.0
3396,NumPart,geometric,88,2.0
3397,NumPart,poisson,88,2.0
3398,NumPart,1 to n,88,3.0
3399,NumPart,uniform,88,3.0
3400,NumPart,geometric,88,3.0
3401,NumPart,poisson,88,3.0
3402,NumPart,1 to n,88,4.0
3403,NumPart,uniform,88,4.0
3404,NumPart,geometric,88,4.0
3405,NumPart,poisson,88,4.0
3406,QKnap,diagonal,88,0.0
3407,QKnap,almost_diagonal,88,0.0
3408,QKnap,enlarged_diagonal,88,0.0
3409,QKnap,random,88,0.0
3410,QKnap,diagonal,88,1.0
3411,QKnap,almost_diagonal,88,1.0
3412,QKnap,enlarged_diagonal,88,1.0
3413,QKnap,random,88,1.0
3414,QKnap,diagonal,88,2.0
3415,QKnap,almost_diagonal,88,2.0
3416,QKnap,enlarged_diagonal,88,2.0
3417,QKnap,random,88,2.0
3418,QKnap,diagonal,88,3.0
3419,QKnap,almost_diagonal,88,3.0
3420,QKnap,enlarged_diagonal,88,3.0
3421,QKnap,random,88,3.0
3422,QKnap,diagonal,88,4.0
3423,QKnap,almost_diagonal,88,4.0
3424,QKnap,enlarged_diagonal,88,4.0
3425,QKnap,random,88,4.0
3426,commDet,star_topology,88,0.0
3427,commDet,2d_grid_topology,88,0.0
3428,commDet,cycle_topology,88,0.0
3429,commDet,random_topology,88,0.0
3430,commDet,star_topology,88,1.0
3431,commDet,2d_grid_topology,88,1.0
3432,commDet,cycle_topology,88,1.0
3433,commDet,random_topology,88,1.0
3434,commDet,star_topology,88,2.0
3435,commDet,2d_grid_topology,88,2.0
3436,commDet,cycle_topology,88,2.0
3437,commDet,random_topology,88,2.0
3438,commDet,star_topology,88,3.0
3439,commDet,2d_grid_topology,88,3.0
3440,commDet,cycle_topology,88,3.0
3441,commDet,random_topology,88,3.0
3442,commDet,star_topology,88,4.0
3443,commDet,2d_grid_topology,88,4.0
3444,commDet,cycle_topology,88,4.0
3445,commDet,random_topology,88,4.0
3446,maxClique,star_topology,88,0.0
3447,maxClique,2d_grid_topology,88,0.0
3448,maxClique,cycle_topology,88,0.0
3449,maxClique,random_topology,88,0.0
3450,maxClique,star_topology,88,1.0
3451,maxClique,2d_grid_topology,88,1.0
3452,maxClique,cycle_topology,88,1.0
3453,maxClique,random_topology,88,1.0
3454,maxClique,star_topology,88,2.0
3455,maxClique,2d_grid_topology,88,2.0
3456,maxClique,cycle_topology,88,2.0
3457,maxClique,random_topology,88,2.0
3458,maxClique,star_topology,88,3.0
3459,maxClique,2d_grid_topology,88,3.0
3460,maxClique,cycle_topology,88,3.0
3461,maxClique,random_topology,88,3.0
3462,maxClique,star_topology,88,4.0
3463,maxClique,2d_grid_topology,88,4.0
3464,maxClique,cycle_topology,88,4.0
3465,maxClique,random_topology,88,4.0
3466,maxCut,star_topology,88,0.0
3467,maxCut,2d_grid_topology,88,0.0
3468,maxCut,cycle_topology,88,0.0
3469,maxCut,random_topology,88,0.0
3470,maxCut,star_topology,88,1.0
3471,maxCut,2d_grid_topology,88,1.0
3472,maxCut,cycle_topology,88,1.0
3473,maxCut,random_topology,88,1.0
3474,maxCut,star_topology,88,2.0
3475,maxCut,2d_grid_topology,88,2.0
3476,maxCut,cycle_topology,88,2.0
3477,maxCut,random_topology,88,2.0
3478,maxCut,star_topology,88,3.0
3479,maxCut,2d_grid_topology,88,3.0
3480,maxCut,cycle_topology,88,3.0
3481,maxCut,random_topology,88,3.0
3482,maxCut,star_topology,88,4.0
3483,maxCut,2d_grid_topology,88,4.0
3484,maxCut,cycle_topology,88,4.0
3485,maxCut,random_topology,88,4.0
3486,mis,star_topology,88,0.0
3487,mis,2d_grid_topology,88,0.0
3488,mis,cycle_topology,88,0.0
3489,mis,random_topology,88,0.0
3490,mis,star_topology,88,1.0
3491,mis,2d_grid_topology,88,1.0
3492,mis,cycle_topology,88,1.0
3493,mis,random_topology,88,1.0
3494,mis,star_topology,88,2.0
3495,mis,2d_grid_topology,88,2.0
3496,mis,cycle_topology,88,2.0
3497,mis,random_topology,88,2.0
3498,mis,star_topology,88,3.0
3499,mis,2d_grid_topology,88,3.0
3500,mis,cycle_topology,88,3.0
3501,mis,random_topology,88,3.0
3502,mis,star_topology,88,4.0
3503,mis,2d_grid_topology,88,4.0
3504,mis,cycle_topology,88,4.0
3505,mis,random_topology,88,4.0
3506,mvc,star_topology,88,0.0
3507,mvc,2d_grid_topology,88,0.0
3508,mvc,cycle_topology,88,0.0
3509,mvc,random_topology,88,0.0
3510,mvc,star_topology,88,1.0
3511,mvc,2d_grid_topology,88,1.0
3512,mvc,cycle_topology,88,1.0
3513,mvc,random_topology,88,1.0
3514,mvc,star_topology,88,2.0
3515,mvc,2d_grid_topology,88,2.0
3516,mvc,cycle_topology,88,2.0
3517,mvc,random_topology,88,2.0
3518,mvc,star_topology,88,3.0
3519,mvc,2d_grid_topology,88,3.0
3520,mvc,cycle_topology,88,3.0
3521,mvc,random_topology,88,3.0
3522,mvc,star_topology,88,4.0
3523,mvc,2d_grid_topology,88,4.0
3524,mvc,cycle_topology,88,4.0
3525,mvc,random_topology,88,4.0
3526,setPack,steps,88,0.0
3527,setPack,disjoint_rows,88,0.0
3528,setPack,almost_diagonal,88,0.0
3529,setPack,random,88,0.0
3530,setPack,steps,88,1.0
3531,setPack,disjoint_rows,88,1.0
3532,setPack,almost_diagonal,88,1.0
3533,setPack,random,88,1.0
3534,setPack,steps,88,2.0
3535,setPack,disjoint_rows,88,2.0
3536,setPack,almost_diagonal,88,2.0
3537,setPack,random,88,2.0
3538,setPack,steps,88,3.0
3539,setPack,disjoint_rows,88,3.0
3540,setPack,almost_diagonal,88,3.0
3541,setPack,random,88,3.0
3542,setPack,steps,88,4.0
3543,setPack,disjoint_rows,88,4.0
3544,setPack,almost_diagonal,88,4.0
3545,setPack,random,88,4.0
3546,FeatSelect,isolet_n89_k17,89,145.0
3547,FeatSelect,gisette_n89_k18,89,146.0
3548,FeatSelect,Bioresponse_n89_k19,89,147.0
3549,FeatSelect,USPS_n89_k20,89,148.0
3550,FeatSelect,isolet_n89_k21,89,149.0
3551,NumPart,1 to n,89,0.0
3552,NumPart,uniform,89,0.0
3553,NumPart,geometric,89,0.0
3554,NumPart,poisson,89,0.0
3555,NumPart,1 to n,89,1.0
3556,NumPart,uniform,89,1.0
3557,NumPart,geometric,89,1.0
3558,NumPart,poisson,89,1.0
3559,NumPart,1 to n,89,2.0
3560,NumPart,uniform,89,2.0
3561,NumPart,geometric,89,2.0
3562,NumPart,poisson,89,2.0
3563,NumPart,1 to n,89,3.0
3564,NumPart,uniform,89,3.0
3565,NumPart,geometric,89,3.0
3566,NumPart,poisson,89,3.0
3567,NumPart,1 to n,89,4.0
3568,NumPart,uniform,89,4.0
3569,NumPart,geometric,89,4.0
3570,NumPart,poisson,89,4.0
3571,QKnap,diagonal,89,0.0
3572,QKnap,almost_diagonal,89,0.0
3573,QKnap,enlarged_diagonal,89,0.0
3574,QKnap,random,89,0.0
3575,QKnap,diagonal,89,1.0
3576,QKnap,almost_diagonal,89,1.0
3577,QKnap,enlarged_diagonal,89,1.0
3578,QKnap,random,89,1.0
3579,QKnap,diagonal,89,2.0
3580,QKnap,almost_diagonal,89,2.0
3581,QKnap,enlarged_diagonal,89,2.0
3582,QKnap,random,89,2.0
3583,QKnap,diagonal,89,3.0
3584,QKnap,almost_diagonal,89,3.0
3585,QKnap,enlarged_diagonal,89,3.0
3586,QKnap,random,89,3.0
3587,QKnap,diagonal,89,4.0
3588,QKnap,almost_diagonal,89,4.0
3589,QKnap,enlarged_diagonal,89,4.0
3590,QKnap,random,89,4.0
3591,commDet,star_topology,89,0.0
3592,commDet,2d_grid_topology,89,0.0
3593,commDet,cycle_topology,89,0.0
3594,commDet,random_topology,89,0.0
3595,commDet,star_topology,89,1.0
3596,commDet,2d_grid_topology,89,1.0
